#Column heading	Definition
#Mass %	Mass of solute divided by total mass of solution, expressed as percent
#Molality, moles of solute per kg of water
#Molarity, moles of solute per liter of solution
#Density of solution, in g cm-3
#Index of refraction, relative to air, at a wavelength of 589 nm (sodium D line); the index of pure water at 20 ¡C is 1.3330
#Freezing point depression relative to pure water, in ¡C
#Absolute (dynamic) viscosity, in mPa s (equal to centipoise, cP); the viscosity of pure water at 20 ¡C is 1.002 mPa s
#Density data for aqueous solutions over a wider range of temperatures and pressures (and for additional compounds not in this table) may be found in Ref. 2.														
#														
Row	SubHeader	Solute	Synonym	Formula	CAS_Reg_No	Mol_wt	Mass_prct	Mass_fraction	Molality_m	Molarity_c	Density	Refractive_index_n	T_freeze_supression	Viscosity_dynamic
1598	Sucrose	Sucrose		C12H22O11	57-50-1	342.296	70	0.7	6.817	2.755	1.3472	1.4654		481.561
1599	Sucrose	Sucrose		C12H22O11	57-50-1	342.296	80	0.8	11.686	3.299	1.4117	1.4906		
1600	Sucrose	Sucrose		C12H22O11	57-50-1	342.296	84	0.84	15.337	3.53	1.4383	1.501		
1601	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	0.5	0.005	0.051	0.051	1.0016	1.3336	0.21	1.01
1602	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	1	0.01	0.103	0.102	1.0049	1.3342	0.42	1.019
1603	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	2	0.02	0.208	0.206	1.0116	1.3355	0.8	1.036
1604	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	3	0.03	0.315	0.311	1.0183	1.3367	1.17	1.059
1605	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	4	0.04	0.425	0.418	1.025	1.3379	1.6	1.085
1606	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	5	0.05	0.537	0.526	1.0318	1.3391	2.05	1.112
1607	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	6	0.06	0.651	0.635	1.0385	1.3403	2.5	1.136
1608	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	7	0.07	0.767	0.746	1.0453	1.3415	2.95	1.159
1609	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	8	0.08	0.887	0.858	1.0522	1.3427	3.49	1.182
1610	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	9	0.09	1.008	0.972	1.0591	1.3439	4.08	1.206
1611	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	10	0.1	1.133	1.087	1.0661	1.3451	4.64	1.23
1612	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	11	0.11	1.26	1.204	1.0731	1.3463	5.25	1.256
1613	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	12	0.12	1.39	1.322	1.0802	1.3475	5.93	1.282
1614	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	13	0.13	1.524	1.441	1.0874	1.3488	6.67	1.309
1615	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	14	0.14	1.66	1.563	1.0947	1.35	7.49	1.337
1616	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	15	0.15	1.799	1.685	1.102	1.3513	8.35	1.367
1617	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	16	0.16	1.942	1.81	1.1094	1.3525	9.26	1.399
1618	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	17	0.17	2.088	1.936	1.1169	1.3538	10.23	1.434
1619	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	18	0.18	2.238	2.064	1.1245	1.3551	11.29	1.47
1620	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	19	0.19	2.392	2.193	1.1321	1.3563	12.43	1.508
1621	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	20	0.2	2.549	2.324	1.1398	1.3576	13.64	1.546
1622	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	22	0.22	2.876	2.592	1.1554	1.3602	16.48	1.624
1623	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	24	0.24	3.22	2.866	1.1714	1.3628	19.85	1.706
1624	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	26	0.26	3.582	3.147	1.1872	1.3653	24.29	1.797
1625	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	28	0.28	3.965	3.435	1.2031	1.3677	29.65	1.894
1626	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	30	0.3	4.37	3.729	1.2191	1.3701	36.21	2.001
1627	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	32	0.32	4.798	4.03	1.2353	1.3725	44.76	2.122
1628	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	34	0.34	5.252	4.339	1.2518	1.3749	55.28	2.255
1629	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	36	0.36	5.735	4.656	1.2685	1.3773		2.392
1630	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	38	0.38	6.249	4.981	1.2855	1.3797		2.533
1631	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	40	0.4	6.797	5.313	1.3028	1.3821		2.69
1632	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	42	0.42	7.383	5.655	1.3205	1.3846		2.872
1633	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	44	0.44	8.011	6.005	1.3386	1.387		3.073
1634	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	46	0.46	8.685	6.364	1.357	1.3895		3.299
1635	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	48	0.48	9.411	6.734	1.3759	1.392		3.546
1636	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	50	0.5	10.196	7.113	1.3952	1.3945		3.826
1637	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	52	0.52	11.045	7.502	1.4149	1.3971		4.142
1638	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	54	0.54	11.969	7.901	1.4351	1.3997		4.499
1639	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	56	0.56	12.976	8.312	1.4558	1.4024		4.906
1640	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	58	0.58	14.08	8.734	1.477	1.405		5.354
1641	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	60	0.6	15.294	9.168	1.4987	1.4077		5.917
1642	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	62	0.62	16.635	9.608	1.52			
1643	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	64	0.64	18.126	10.063	1.5421			
1644	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	66	0.66	19.792	10.529	1.5646			
1645	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	68	0.68	21.666	11.006	1.5874			
1646	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	70	0.7	23.79	11.494	1.6105			
1647	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	72	0.72	26.218	11.994	1.6338			
1648	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	74	0.74	29.019	12.505	1.6574			
1649	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	76	0.76	32.287	13.026	1.681			
1650	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	78	0.78	36.149	13.554	1.7043			
1651	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	80	0.8	40.783	14.088	1.7272			
1652	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	82	0.82	46.447	14.623	1.7491			
1653	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	84	0.84	53.528	15.153	1.7693			
1654	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	86	0.86	62.631	15.671	1.7872			
1655	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	88	0.88	74.769	16.17	1.8022			
1656	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	90	0.9	91.762	16.649	1.8144			
1657	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	92	0.92	117.251	17.109	1.824			
1658	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	94	0.94	159.734	17.55	1.8312			
1659	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	96	0.96	244.698	17.966	1.8355			
1660	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	98	0.98	499.592	18.346	1.8361			
1661	Sulfuric acid	Sulfuric acid	Oil of vitriol	H2SO4	7664-93-9	98.079	100	1		18.663	1.8305			
1662	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	0.5	0.005	0.031	0.031	1.0008	1.3337	0.11	1.011
1663	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	1	0.01	0.062	0.061	1.0034	1.3343	0.21	1.021
1664	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	2	0.02	0.125	0.123	1.0083	1.3356	0.42	1.044
1665	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	3	0.03	0.189	0.186	1.0133	1.3369	0.64	1.069
1666	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	4	0.04	0.255	0.249	1.0182	1.3381	0.86	1.096
1667	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	5	0.05	0.322	0.313	1.023	1.3394	1.08	1.123
1668	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	6	0.06	0.391	0.377	1.0279	1.3406	1.3	1.15
1669	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	7	0.07	0.461	0.442	1.0328	1.3418	1.53	1.177
1670	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	8	0.08	0.532	0.508	1.0378	1.3431	1.76	1.204
1671	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	9	0.09	0.605	0.574	1.0428	1.3444	1.99	1.233
1672	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	10	0.1	0.68	0.641	1.0479	1.3456	2.23	1.263
1673	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	12	0.12	0.835	0.777	1.0583	1.3483	2.73	1.326
1674	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	14	0.14	0.996	0.916	1.0692	1.351	3.26	1.393
1675	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	16	0.16	1.166	1.058	1.0806	1.3539	3.82	1.462
1676	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	18	0.18	1.343	1.203	1.0921	1.3568		1.533
1677	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	20	0.2	1.53	1.351	1.1035	1.3597		1.608
1678	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	24	0.24	1.933	1.654	1.126	1.3652		1.768
1679	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	28	0.28	2.38	1.968	1.1485	1.3705		1.935
1680	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	32	0.32	2.88	2.294	1.1713	1.3759		2.118
1681	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	36	0.36	3.443	2.632	1.1947	1.3813		2.32
1682	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	40	0.4	4.08	2.984	1.2188	1.3868		1.543
1683	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	44	0.44	4.809	3.349	1.2435	1.3923		2.797
1684	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	48	0.48	5.65	3.726	1.2682	1.3977		3.076
1685	Trichloroacetic acid	Trichloroacetic acid		CCl3COOH	76-03-9	163.387	50	0.5	6.12	3.918	1.2803	1.4003		3.225
1686	Tris(hydroxymethyl)methylamine	Tris(hydroxymethyl)methylamine	TRIZMA	H2NC(CH2OH)3	77-86-1	121.135	0.5	0.005	0.041	0.041	0.9994	1.3337	0.08	1.014
1687	Tris(hydroxymethyl)methylamine	Tris(hydroxymethyl)methylamine	TRIZMA	H2NC(CH2OH)3	77-86-1	121.135	1	0.01	0.083	0.083	1.0006	1.3344	0.16	1.027
1688	Tris(hydroxymethyl)methylamine	Tris(hydroxymethyl)methylamine	TRIZMA	H2NC(CH2OH)3	77-86-1	121.135	2	0.02	0.168	0.166	1.003	1.3359	0.31	1.054
1689	Tris(hydroxymethyl)methylamine	Tris(hydroxymethyl)methylamine	TRIZMA	H2NC(CH2OH)3	77-86-1	121.135	3	0.03	0.255	0.249	1.0054	1.3374	0.47	1.083
1690	Tris(hydroxymethyl)methylamine	Tris(hydroxymethyl)methylamine	TRIZMA	H2NC(CH2OH)3	77-86-1	121.135	4	0.04	0.344	0.333	1.0078	1.3388	0.64	1.115
1691	Tris(hydroxymethyl)methylamine	Tris(hydroxymethyl)methylamine	TRIZMA	H2NC(CH2OH)3	77-86-1	121.135	5	0.05	0.434	0.417	1.0103	1.3403	0.8	1.148
1692	Tris(hydroxymethyl)methylamine	Tris(hydroxymethyl)methylamine	TRIZMA	H2NC(CH2OH)3	77-86-1	121.135	6	0.06	0.527	0.502	1.0128	1.3418	0.97	1.182
1693	Tris(hydroxymethyl)methylamine	Tris(hydroxymethyl)methylamine	TRIZMA	H2NC(CH2OH)3	77-86-1	121.135	7	0.07	0.621	0.587	1.0153	1.3433	1.15	1.218
1694	Tris(hydroxymethyl)methylamine	Tris(hydroxymethyl)methylamine	TRIZMA	H2NC(CH2OH)3	77-86-1	121.135	8	0.08	0.718	0.672	1.0179	1.3448	1.33	1.256
1695	Tris(hydroxymethyl)methylamine	Tris(hydroxymethyl)methylamine	TRIZMA	H2NC(CH2OH)3	77-86-1	121.135	9	0.09	0.816	0.758	1.0204	1.3463	1.51	1.295
1696	Tris(hydroxymethyl)methylamine	Tris(hydroxymethyl)methylamine	TRIZMA	H2NC(CH2OH)3	77-86-1	121.135	10	0.1	0.917	0.844	1.023	1.3478	1.7	1.337
1697	Tris(hydroxymethyl)methylamine	Tris(hydroxymethyl)methylamine	TRIZMA	H2NC(CH2OH)3	77-86-1	121.135	12	0.12	1.126	1.019	1.0282	1.3508	2.08	1.427
1698	Tris(hydroxymethyl)methylamine	Tris(hydroxymethyl)methylamine	TRIZMA	H2NC(CH2OH)3	77-86-1	121.135	14	0.14	1.344	1.194	1.0335	1.3539	2.47	1.527
1699	Tris(hydroxymethyl)methylamine	Tris(hydroxymethyl)methylamine	TRIZMA	H2NC(CH2OH)3	77-86-1	121.135	16	0.16	1.572	1.372	1.0389	1.357	2.9	1.642
1700	Tris(hydroxymethyl)methylamine	Tris(hydroxymethyl)methylamine	TRIZMA	H2NC(CH2OH)3	77-86-1	121.135	18	0.18	1.812	1.552	1.0443	1.3601	3.36	1.772
